Time col;Variable;pid0;pid0 revlevel;pid0 startseq;pid;pid revlevel;pid startseq;length;Max. deviation;Seq;a0;b0
Date;Cumulative.LOC.Churn;15;5;23;15;6;27;4;0,0009301429;913794,2-933396,0-933396,0-934265,0;7,947552;-2947975
Date;Cumulative.LOC.Churn;15;5;23;15;6;27;5;0,001207299;913794,2-933396,0-933396,0-934265,0-934524,2;7,947552;-2947975
Date;Cumulative.LOC.Churn;15;5;23;15;6;35;4;0,00103048;913794,2-933396,0-933396,0-934265,0;93,8107;-56649813
Date;Cumulative.LOC.Churn;15;5;23;15;6;35;5;0,00103048;913794,2-933396,0-933396,0-934265,0-934524,2;93,8107;-56649813
Date;Cumulative.LOC.Churn;15;5;23;15;6;39;4;0,0009301429;913794,2-933396,0-933396,0-934265,0;1848,071;-1133500897
Date;Cumulative.LOC.Churn;15;5;23;15;6;39;5;0,001207299;913794,2-933396,0-933396,0-934265,0-934524,2;1848,071;-1133500897
Date;Cumulative.LOC.Churn;15;5;23;15;6;45;4;0,001862018;913794,2-933396,0-933396,0-934265,0;0,7071068;466698
Date;Cumulative.LOC.Churn;15;5;23;15;6;45;5;0,002417516;913794,2-933396,0-933396,0-934265,0-934524,2;0,7071068;466698
Date;Cumulative.LOC.Churn;15;5;23;15;6;51;4;0,001704559;913794,2-933396,0-933396,0-934265,0;63,87341;-41272785
Date;Cumulative.LOC.Churn;15;5;9;17;5;12;4;0,0007800738;507638,8-572366,2-622744,2-623196,0;0,9747163;-937518,6
Date;Cumulative.LOC.Churn;15;5;13;17;6;10;4;0,003719591;633097-688920-690664-690664;1,219897;-307680,3
Date;Cumulative.LOC.Churn;15;5;13;17;6;21;4;0,002525106;633097-688920-690664-690664;1,874704;-1276496
Date;Cumulative.LOC.Churn;15;5;13;17;6;25;4;0,002525106;633097-688920-690664-690664;0,764244;-176101,7
Date;Cumulative.LOC.Churn;15;5;17;17;6;21;4;0,0002013006;728840,5-867929,8-868092,0-868104,5;4,671034;-4029124
Date;Cumulative.LOC.Churn;15;5;17;17;6;25;4;0,0002013006;728840,5-867929,8-868092,0-868104,5;1,904199;-1287369
Date;Cumulative.LOC.Churn;15;5;17;17;6;25;5;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0;1,904199;-1287369
Date;Cumulative.LOC.Churn;15;5;17;17;6;25;6;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0-868112,0;1,904199;-1287369
Date;Cumulative.LOC.Churn;15;5;18;17;6;10;4;0,003772361;867929,8-868092,0-868104,5-868112,0;0,003545641;865195,4
Date;Cumulative.LOC.Churn;15;5;18;17;6;17;4;0,003065457;867929,8-868092,0-868104,5-868112,0;0,003595026;864631,7
Date;Cumulative.LOC.Churn;15;5;18;17;6;21;4;0,003501096;867929,8-868092,0-868104,5-868112,0;0,005448841;862379,5
Date;Cumulative.LOC.Churn;15;5;18;17;6;30;4;0,002101086;867929,8-868092,0-868104,5-868112,0;0,004326463;863032,8
Date;Cumulative.LOC.Churn;15;5;19;17;6;20;4;6,477041e-13;868092,0-868104,5-868112,0-868112,0;0,0002518725;867847,9
Date;Cumulative.LOC.Churn;15;5;23;17;6;10;4;0,001836522;913794,2-933396,0-933396,0-934265,0;0,428356;583448,7
Date;Cumulative.LOC.Churn;15;5;23;17;6;21;4;0,001259168;913794,2-933396,0-933396,0-934265,0;0,6582855;243257,6
Date;Cumulative.LOC.Churn;15;5;23;17;6;25;4;0,002860956;913794,2-933396,0-933396,0-934265,0;0,2683575;629651,3
Date;Cumulative.LOC.Churn;15;5;23;17;6;25;5;0,003714468;913794,2-933396,0-933396,0-934265,0-934524,2;0,2683575;629651,3
Date;Cumulative.LOC.Churn;15;5;23;17;6;30;4;0,004560552;913794,2-933396,0-933396,0-934265,0;0,5226888;322180,7
Date;Cumulative.LOC.Churn;15;5;18;18;5;12;4;0,00438055;867929,8-868092,0-868104,5-868112,0;0,006588766;859152,7
Date;Cumulative.LOC.Churn;15;5;18;18;5;16;4;0,002994747;867929,8-868092,0-868104,5-868112,0;0,02006368;840360,6
Date;Cumulative.LOC.Churn;15;5;19;18;5;15;4;0,004935653;868092,0-868104,5-868112,0-868112,0;0,001501998;866040,6
Date;Cumulative.LOC.Churn;15;5;19;18;5;16;4;0,0007973427;868092,0-868104,5-868112,0-868112,0;0,001545738;865968
Date;Cumulative.LOC.Churn;15;5;8;18;6;26;4;0,001105876;466464,2-507638,8-572366,2-622744,2;45,85003;-43604840
Date;Cumulative.LOC.Churn;15;5;13;18;6;34;4;0,002525106;633097-688920-690664-690664;31,60354;-30282252
Date;Cumulative.LOC.Churn;15;5;17;18;6;34;4;0,0002013006;728840,5-867929,8-868092,0-868104,5;78,74376;-76300212
Date;Cumulative.LOC.Churn;15;5;18;18;6;24;4;0,003214453;867929,8-868092,0-868104,5-868112,0;0,01338678;855273,9
Date;Cumulative.LOC.Churn;15;5;18;18;6;24;5;0,004689183;867929,8-868092,0-868104,5-868112,0-868112,0;0,01338678;855273,9
Date;Cumulative.LOC.Churn;15;5;18;18;6;25;4;0,001939608;867929,8-868092,0-868104,5-868112,0;0,04398661;825811,8
Date;Cumulative.LOC.Churn;15;5;18;18;6;25;5;0,003077267;867929,8-868092,0-868104,5-868112,0-868112,0;0,04398661;825811,8
Date;Cumulative.LOC.Churn;15;5;18;18;6;26;4;0,002502913;867929,8-868092,0-868104,5-868112,0;0,1806741;694264,8
Date;Cumulative.LOC.Churn;15;5;18;18;6;26;5;0,004792154;867929,8-868092,0-868104,5-868112,0-868112,0;0,1806741;694264,8
Date;Cumulative.LOC.Churn;15;5;18;18;6;27;4;0,003250494;867929,8-868092,0-868104,5-868112,0;0,1138175;758425,5
Date;Cumulative.LOC.Churn;15;5;18;18;6;27;5;0,004168158;867929,8-868092,0-868104,5-868112,0-868112,0;0,1138175;758425,5
Date;Cumulative.LOC.Churn;15;5;18;18;6;28;4;0,003073472;867929,8-868092,0-868104,5-868112,0;0,1475602;725751,2
