;pid;max.revlevel;dead.count;deads
2812;82358;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3074;82358;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3264;82358;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3473;82358;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3611;82358;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3718;82358;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3976;82358;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4116;82358;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4428;82358;4;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4492;82358;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4794;82358;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5086;82358;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5209;82358;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5555;82358;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5887;82358;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5959;82358;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6168;82358;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6249;82358;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6520;82358;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6694;82358;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6841;82358;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6938;82358;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7147;82358;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7320;82358;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7321;82358;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7379;82358;5;11;3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7533;82358;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7806;82358;6;7;3085|11389|12053|41745|155830|307140|325178
8138;82358;6;9;3085|11389|12053|41745|155830|322065|307140|325178|360279
8206;82358;6;7;3085|11389|12053|41745|155830|307140|325178
8207;82358;6;7;3085|11389|12053|41745|155830|307140|325178
8215;82358;6;7;3085|11389|12053|41745|155830|307140|325178
8614;82358;4;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8670;82358;5;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9045;82358;5;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9046;82358;5;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9119;82358;5;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9302;82358;5;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9340;82358;5;2;4614|155830
9409;82358;5;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9461;82358;5;10;4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
9583;82358;5;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9626;82358;4;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9665;82358;5;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9718;82358;5;10;4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
9797;82358;6;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9807;82358;6;8;4614|11389|12053|41745|155830|322065|307140|325178
9937;82358;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9998;82358;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10045;82358;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10061;82358;4;4;11389|12053|15700|307140
10093;82358;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10130;82358;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10157;82358;5;9;11389|12053|15700|41745|155830|322065|307140|325178|360279
10290;82358;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10321;82358;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10397;82358;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10478;82358;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10539;82358;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10586;82358;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10626;82358;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10655;82358;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10680;82358;5;9;11389|12053|15700|41745|155830|322065|307140|325178|360279
10773;82358;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10871;82358;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10947;82358;5;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11037;82358;6;8;11389|12053|41745|155830|322065|307140|325178|360279
11050;82358;6;7;11389|12053|41745|155830|322065|307140|325178
11051;82358;6;7;11389|12053|41745|155830|322065|307140|325178
11062;82358;6;7;11389|12053|41745|155830|322065|307140|325178
11092;82358;6;8;11389|12053|41745|155830|322065|307140|325178|360279
11099;82358;6;7;11389|12053|41745|155830|322065|307140|325178
11107;82358;5;6;11389|12547|15700|155830|322065|360279
11114;82358;5;2;11389|15700
11122;82358;6;2;11389|15700
11125;82358;6;1;11389
11241;82358;6;8;11389|12053|41745|155830|322065|307140|325178|360279
11263;82358;6;7;11389|12053|41745|155830|322065|307140|325178
11264;82358;6;7;11389|12053|41745|155830|322065|307140|325178
11401;82358;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11432;82358;4;8;12053|12547|15700|155830|322065|307140|325178|360279
11575;82358;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11639;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11658;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11814;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11885;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12064;82358;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12109;82358;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12139;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12415;82358;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12490;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12491;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12538;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12576;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12591;82358;5;8;12053|15700|41745|155830|322065|307140|325178|360279
12829;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12900;82358;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13013;82358;6;7;12053|41745|155830|322065|307140|325178|360279
13017;82358;6;6;12053|41745|155830|322065|307140|325178
13120;82358;6;5;12053|41745|155830|307140|325178
13140;82358;6;4;12053|41745|307140|325178
13277;82358;6;7;12053|41745|155830|322065|307140|325178|360279
13335;82358;6;6;12053|41745|155830|322065|307140|325178
13336;82358;6;6;12053|41745|155830|322065|307140|325178
13355;82358;6;6;12053|41745|155830|322065|307140|325178
13787;82358;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13842;82358;4;8;12547|15700|41745|155830|322065|307140|325178|360279
13874;82358;5;8;12547|15700|41745|155830|322065|307140|325178|360279
13965;82358;4;8;12547|15700|41745|155830|322065|307140|325178|360279
14080;82358;4;8;12547|15700|41745|155830|322065|307140|325178|360279
14317;82358;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14644;82358;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14723;82358;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14724;82358;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14841;82358;4;7;15700|41745|155830|322065|307140|325178|360279
14910;82358;4;7;15700|41745|155830|322065|307140|325178|360279
15053;82358;4;7;15700|41745|155830|322065|307140|325178|360279
15153;82358;4;7;15700|41745|155830|322065|307140|325178|360279
15201;82358;5;7;15700|41745|155830|322065|307140|325178|360279
15268;82358;5;7;15700|41745|155830|322065|307140|325178|360279
15299;82358;5;7;15700|41745|155830|322065|307140|325178|360279
15300;82358;5;7;15700|41745|155830|322065|307140|325178|360279
15356;82358;5;7;15700|41745|155830|322065|307140|325178|360279
15441;82358;5;7;15700|41745|155830|322065|307140|325178|360279
15542;82358;5;7;15700|41745|155830|322065|307140|325178|360279
15579;82358;5;7;15700|41745|155830|322065|307140|325178|360279
15643;82358;5;6;41745|155830|322065|307140|325178|360279
15655;82358;5;6;41745|155830|322065|307140|325178|360279
15729;82358;5;6;41745|155830|322065|307140|325178|360279
15741;82358;5;6;41745|155830|322065|307140|325178|360279
15809;82358;4;6;41745|155830|322065|307140|325178|360279
15858;82358;5;6;41745|155830|322065|307140|325178|360279
15896;82358;5;6;41745|155830|322065|307140|325178|360279
15985;82358;6;5;41745|155830|307140|325178|360279
15991;82358;6;4;41745|155830|307140|325178
16015;82358;4;6;41745|155830|322065|307140|325178|360279
16033;82358;4;6;41745|155830|322065|307140|325178|360279
16049;82358;5;6;41745|155830|322065|307140|325178|360279
16062;82358;5;6;41745|155830|322065|307140|325178|360279
16088;82358;4;6;41745|155830|322065|307140|325178|360279
16137;82358;5;6;41745|155830|322065|307140|325178|360279
16175;82358;5;6;41745|155830|322065|307140|325178|360279
16212;82358;6;6;41745|155830|322065|307140|325178|360279
16218;82358;6;5;41745|155830|322065|307140|325178
16269;82358;6;6;41745|155830|322065|307140|325178|360279
16283;82358;6;5;41745|155830|322065|307140|325178
16284;82358;6;5;41745|155830|322065|307140|325178
16303;82358;6;5;41745|155830|322065|307140|325178
140;83356;3;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
253;83356;3;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
400;83356;4;15;589515|586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
416;83356;4;15;589515|586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
477;83356;3;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
515;83356;3;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
585;83356;4;14;586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
591;83356;4;13;586805|587198|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
714;83356;3;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
913;83356;3;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1091;83356;4;15;587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1116;83356;4;13;587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
1518;83356;3;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1722;83356;3;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1805;83356;3;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2015;83356;3;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2195;83356;3;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2412;83356;4;13;587571|588411|3085|4614|11389|12053|12547|41745|155830|322065|307140|325178|360279
2681;83356;4;13;587571|588411|3085|4614|11389|12053|12547|41745|155830|322065|307140|325178|360279
2887;83356;4;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3075;83356;3;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3265;83356;3;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3474;83356;3;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3791;83356;4;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3835;83356;4;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
4215;83356;4;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4315;83356;4;11;588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
4429;83356;3;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4727;83356;3;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5087;83356;3;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5582;83356;4;10;3085|11389|12053|15700|41745|155830|322065|307140|325178|360279
5601;83356;4;10;3085|11389|12053|15700|41745|155830|322065|307140|325178|360279
5888;83356;3;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6169;83356;3;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6410;83356;3;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6695;83356;3;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7182;83356;4;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7206;83356;4;10;3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
7380;83356;4;11;3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7414;83356;4;9;3085|11389|12053|41745|155830|322065|307140|325178|360279
7619;83356;4;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7674;83356;4;10;3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
8615;83356;3;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8783;83356;3;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9266;83356;3;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9373;83356;3;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9479;83356;4;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9489;83356;4;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9558;83356;3;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9627;83356;3;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9735;83356;4;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9744;83356;4;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9844;83356;5;4;4614|12053|41745|307140
9846;83356;5;4;4614|12053|41745|307140
9938;83356;3;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10094;83356;3;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10291;83356;3;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10398;83356;3;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10479;83356;3;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10627;83356;3;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10774;83356;3;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10987;83356;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11007;83356;4;8;11389|12053|41745|155830|322065|307140|325178|360279
11072;83356;4;8;11389|12053|41745|155830|322065|307140|325178|360279
11081;83356;4;8;11389|12053|41745|155830|322065|307140|325178|360279
11157;83356;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11191;83356;4;8;11389|12053|41745|155830|322065|307140|325178|360279
11402;83356;3;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11477;83356;3;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11576;83356;3;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11706;83356;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11715;83356;4;7;12053|41745|155830|322065|307140|325178|360279
11726;83356;3;5;12053|12547|41745|155830|317799
11740;83356;3;5;12053|12547|41745|155830|317799
12065;83356;3;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12110;83356;3;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12210;83356;3;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12285;83356;3;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12322;83356;3;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12416;83356;3;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12600;83356;4;7;12053|41745|155830|322065|307140|325178|360279
12606;83356;4;7;12053|41745|155830|322065|307140|325178|360279
12617;83356;3;5;12053|12547|41745|155830|317799
12631;83356;3;5;12053|12547|41745|155830|317799
12950;83356;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12986;83356;4;7;12053|41745|155830|322065|307140|325178|360279
13376;83356;5;3;12053|41745|307140
13382;83356;5;3;12053|41745|307140
13440;83356;3;8;12547|15700|41745|155830|322065|307140|325178|360279
13606;83356;3;8;12547|15700|41745|155830|322065|307140|325178|360279
13788;83356;3;8;12547|15700|41745|155830|322065|307140|325178|360279
13843;83356;3;8;12547|15700|41745|155830|322065|307140|325178|360279
13966;83356;3;8;12547|15700|41745|155830|322065|307140|325178|360279
14005;83356;3;4;12547|41745|155830|317799
14081;83356;3;8;12547|15700|41745|155830|322065|307140|325178|360279
14150;83356;3;8;12547|15700|41745|155830|322065|307140|325178|360279
14743;83356;4;8;12547|15700|41745|155830|322065|307140|325178|360279
14778;83356;3;4;12547|41745|155830|317799
14842;83356;3;7;15700|41745|155830|322065|307140|325178|360279
14911;83356;3;7;15700|41745|155830|322065|307140|325178|360279
14972;83356;3;7;15700|41745|155830|322065|307140|325178|360279
15054;83356;3;7;15700|41745|155830|322065|307140|325178|360279
15154;83356;3;7;15700|41745|155830|322065|307140|325178|360279
15543;83356;4;7;15700|41745|155830|322065|307140|325178|360279
15628;83356;3;6;41745|155830|322065|307140|325178|360279
15678;83356;3;6;41745|155830|322065|307140|325178|360279
15714;83356;3;6;41745|155830|322065|307140|325178|360279
15810;83356;3;6;41745|155830|322065|307140|325178|360279
15973;83356;4;6;41745|155830|322065|307140|325178|360279
15979;83356;4;6;41745|155830|322065|307140|325178|360279
16016;83356;3;6;41745|155830|322065|307140|325178|360279
16034;83356;3;6;41745|155830|322065|307140|325178|360279
16089;83356;3;6;41745|155830|322065|307140|325178|360279
16200;83356;4;6;41745|155830|322065|307140|325178|360279
16206;83356;4;6;41745|155830|322065|307140|325178|360279
16227;83356;4;6;41745|155830|322065|307140|325178|360279
16242;83356;4;6;41745|155830|322065|307140|325178|360279
16315;83356;5;2;41745|307140
16316;83356;5;2;41745|307140
329;84878;4;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
375;84878;4;17;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
549;84878;4;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
575;84878;4;14;586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
715;84878;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
808;84878;4;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
809;84878;5;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
990;84878;4;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1052;84878;4;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1146;84878;5;11;587198|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
1723;84878;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2016;84878;4;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2017;84878;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2196;84878;4;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2197;84878;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2330;84878;4;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2331;84878;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2332;84878;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2512;84878;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2513;84878;5;14;587571|588411|3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2601;84878;5;13;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2813;84878;4;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2814;84878;5;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3076;84878;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3077;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3266;84878;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3267;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3475;84878;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3476;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3612;84878;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3613;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3614;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3719;84878;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3720;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3977;84878;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3978;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3979;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4117;84878;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4118;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4119;84878;5;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4216;84878;5;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4346;84878;4;6;3085|12053|12547|15700|307140|325178
4578;84878;4;10;3085|11389|12053|12547|15700|41745|322065|307140|325178|360279
4579;84878;5;10;3085|11389|12053|12547|15700|41745|322065|307140|325178|360279
4923;84878;4;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4924;84878;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5088;84878;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5089;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5210;84878;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5211;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5212;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5374;84878;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5375;84878;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5505;84878;5;7;3085|4007|12053|41745|155830|307140|325178
5693;84878;5;11;3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6051;84878;4;11;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178
6052;84878;5;11;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178
6170;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6250;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6411;84878;4;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6412;84878;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6521;84878;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6522;84878;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6696;84878;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6697;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6842;84878;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6843;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6844;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7003;84878;4;10;3085|4007|11389|12053|12547|15700|41745|155830|307140|325178
7094;84878;4;9;3085|4007|12053|12547|15700|41745|155830|307140|325178
7095;84878;5;9;3085|4007|12053|12547|15700|41745|155830|307140|325178
7322;84878;5;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7534;84878;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7535;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7536;84878;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7620;84878;5;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8187;84878;5;1;3085
8255;84878;5;1;3085
8445;84878;5;6;4007|12053|41745|155830|307140|325178
8537;84878;4;7;4007|12053|12547|41745|155830|307140|325178
8538;84878;5;7;4007|12053|12547|41745|155830|307140|325178
8784;84878;5;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8830;84878;5;4;4007|12053|307140|325178
8839;84878;5;3;4007|307140|325178
8881;84878;5;7;4007|12053|12547|41745|155830|307140|325178
