Time col;DWT_var;Variable;pid0;pid0 revlevel;pid0 startseq;length;Max. deviation;occurrances;Project count;Project list;seq;Project id-ss-rl;HasDead;HasAlive;HasMixed;Seq Id
Age.Months;V;Active.Developers;3429;6;25;4;NaN;201;109;3429|4673|49606|5730|172844|175|5455|38|360|433|51|232|767|1895|3085|3187|3352|3402|3923|4021|4059|4137|4325|4733|4875|4936|5002|5147|5385|5732|6368|6491|6559|7198|7299|7329|8391|8576|8615|8687|342092|8713|8765|9673|10022|10782|10822|11082|11164|11261|11992|12421|12547|12678|13044|13079|13939|14564|14886|15700|16234|16423|16493|16527|17088|19012|19596|19983|20605|22716|23964|25037|25676|27049|27332|27656|28127|28161|28868|31992|34435|34455|5888|10372|40548|41745|43572|48277|81033|82358|84878|89461|89864|116294|132021|155830|301544|308924|322065|307140|325178|347856|347925|349663|350148|350866|371810|373943|428793;8,485281-9,192388-9,192388-9,192388;4673-5-3|4673-6-7|49606-4-3|49606-5-12|49606-6-11|49606-6-15|49606-6-24|5730-5-1|5730-5-8|5730-6-2|5730-6-9|5730-6-16|5730-6-27|5730-7-3|5730-7-17|5730-7-31|5730-7-54|172844-5-7|172844-6-14|175-6-35|175-6-46|5455-6-14|38-6-10|360-6-1|360-6-57|433-6-18|51-6-35|232-6-9|232-6-52|767-6-12|767-6-19|767-7-24|1895-6-5|3085-6-4|3187-6-21|3352-5-7|3352-5-12|3402-3-1|3402-4-2|3402-5-5|3923-5-2|3923-5-9|3923-6-5|4021-6-22|4059-6-28|4137-6-6|4137-6-21|4325-5-13|4325-6-2|4325-6-51|4733-6-25|4875-6-35|4936-6-14|5002-6-11|5002-6-24|5147-6-2|5385-6-10|5385-6-28|5732-6-8|5732-7-3|5732-7-10|5732-7-16|6368-6-40|6491-6-3|6559-5-21|7198-4-3|7198-5-6|7198-6-1|7198-6-11|7198-6-25|7299-6-21|7329-6-4|8391-5-14|8576-6-52|8615-4-2|8615-4-7|8615-5-4|8615-5-18|8615-5-24|8687-5-12|8687-5-20|342092-5-5|8713-5-15|8713-6-3|8713-6-30|8765-5-22|9673-5-17|10022-6-6|10782-6-36|10782-6-46|10822-6-16|10822-6-27|10822-6-34|11082-5-11|11082-6-18|11082-6-22|11082-6-42|11164-5-11|11164-6-3|11164-6-22|11261-6-6|11261-6-21|11992-6-11|11992-6-23|12421-6-18|12421-6-22|12547-6-9|12678-6-13|12678-6-27|13044-5-17|13079-6-22|13939-4-3|14564-5-14|14564-6-14|14564-6-28|14886-6-20|15700-6-3|15700-6-12|16234-5-15|16423-6-2|16423-6-12|16423-6-26|16423-7-4|16423-7-17|16423-7-23|16493-4-4|16527-6-2|16527-6-26|17088-6-7|19012-5-13|19596-5-9|19983-6-24|20605-4-9|20605-5-12|22716-6-11|23964-6-10|23964-6-25|25037-5-1|25676-6-7|25676-6-20|27049-6-31|27332-6-5|27332-6-24|27656-6-10|28127-5-11|28127-6-32|28127-6-51|28161-6-11|28868-6-12|28868-6-25|28868-6-29|31992-5-3|34435-5-10|34455-6-22|34455-6-29|34455-6-41|5888-6-11|10372-6-11|10372-6-33|40548-6-45|41745-6-18|43572-6-17|48277-5-7|81033-6-19|82358-6-6|84878-5-9|84878-5-13|89461-6-13|89864-5-3|116294-5-1|116294-5-4|116294-5-19|132021-5-9|132021-6-11|132021-6-19|155830-6-36|301544-5-11|308924-6-5|308924-6-24|308924-6-34|322065-5-2|307140-6-31|325178-5-2|325178-6-14|347856-4-1|347856-4-5|347925-4-3|347925-5-5|347925-5-13|347925-5-21|349663-6-3|349663-6-31|350148-6-22|350866-5-11|371810-6-15|373943-4-3|373943-4-7|373943-5-6|373943-5-15|428793-5-3|428793-6-7;1;1;TRUE;28
Age.Months;V;Active.Developers;3429;6;5;4;NaN;62;57;3429|4673|49606|5730|9132|13726|4031|584795|585079|5455|38|76|93|51|3366|4021|4137|4325|4875|5163|5732|6559|6869|7198|8258|8957|9904|10022|10782|12421|13044|13079|15309|15549|16234|16493|18515|20605|25676|27656|29531|31794|34455|36952|43572|116294|132021|139581|308924|307140|348235|349663|350148|371810|377597|408980|428793;6,363961-7,071068-7,778175-7,071068;4673-6-22|49606-6-4|5730-7-49|9132-6-29|13726-5-7|4031-5-5|584795-5-10|585079-6-20|5455-6-21|38-6-5|76-5-16|93-6-10|51-6-51|3366-6-16|3366-6-19|4021-5-8|4137-6-38|4137-6-42|4325-6-9|4325-6-56|4875-6-16|5163-6-2|5732-7-53|6559-6-43|6869-6-21|7198-6-36|8258-5-17|8957-6-35|9904-6-17|10022-5-5|10782-6-7|12421-5-15|13044-6-26|13079-6-35|15309-5-22|15549-6-9|16234-6-25|16493-6-23|18515-5-6|20605-4-6|25676-5-5|27656-6-41|29531-6-43|31794-6-18|34455-5-4|34455-6-26|36952-6-10|43572-6-36|116294-4-2|132021-5-16|132021-6-16|139581-6-1|139581-6-37|308924-6-28|307140-5-15|348235-6-4|349663-6-28|350148-6-14|371810-5-8|377597-4-10|408980-5-7|428793-5-10;1;1;TRUE;29
Age.Months;V;Active.Developers;3429;6;25;5;NaN;84;55;3429|4673|49606|5730|172844|175|360|232|767|3402|3923|4733|4936|5002|5385|5732|6368|6491|6559|7198|7299|7329|8391|8615|342092|8713|10022|10822|11082|11164|11992|12678|14564|15700|16423|19596|19983|27332|28127|28161|28868|34435|34455|10372|40548|41745|48277|81033|116294|132021|325178|347925|371810|373943|428793;8,485281-9,192388-9,192388-9,192388-9,192388;4673-6-7|49606-6-15|49606-6-24|5730-6-2|5730-6-9|5730-6-16|5730-6-27|5730-7-3|5730-7-17|5730-7-31|5730-7-54|172844-6-14|175-6-46|360-6-1|232-6-52|767-6-12|767-6-19|767-7-24|3402-3-1|3402-4-2|3402-5-5|3923-6-5|4733-6-25|4936-6-14|5002-6-24|5385-6-10|5732-7-3|5732-7-10|5732-7-16|6368-6-40|6491-6-3|6559-5-21|7198-5-6|7198-6-1|7198-6-11|7198-6-25|7299-6-21|7329-6-4|8391-5-14|8615-4-2|8615-5-4|8615-5-24|342092-5-5|8713-6-30|10022-6-6|10822-6-27|11082-6-22|11164-6-22|11992-6-11|12678-6-13|14564-6-14|14564-6-28|15700-6-3|15700-6-12|16423-6-2|16423-6-12|16423-7-4|16423-7-23|19596-5-9|19983-6-24|27332-6-5|27332-6-24|28127-5-11|28127-6-32|28161-6-11|28868-6-29|34435-5-10|34455-6-29|34455-6-41|10372-6-11|40548-6-45|41745-6-18|48277-5-7|81033-6-19|116294-5-4|132021-6-19|325178-5-2|347925-5-5|347925-5-21|371810-6-15|373943-5-6|373943-5-15|428793-5-3|428793-6-7;1;1;TRUE;30
Age.Months;V;Active.Developers;3429;6;35;4;1,398881e-14;26;24;3429|4673|585079|5455|360|1895|3744|4137|5163|7198|8713|11261|11992|12421|15403|15549|16234|25676|25972|27656|46139|132021|325178|348235;7,778175-8,485281-7,778175-6,363961;4673-6-1|585079-6-17|5455-6-22|360-6-46|1895-6-15|3744-6-6|4137-6-18|5163-6-29|7198-6-37|8713-5-12|8713-6-15|11261-6-2|11992-5-20|11992-6-1|12421-5-11|12421-5-16|15403-5-26|15549-6-2|16234-6-26|25676-5-6|25972-6-30|27656-6-13|46139-5-16|132021-5-17|325178-6-17|348235-6-28;1;1;TRUE;31
Age.Months;V;Active.Developers;3429;6;44;4;2,420286e-14;22;22;3429|4673|16584|585079|360|232|3927|3744|3923|4059|5163|7858|8765|9904|11187|11992|15707|16329|29531|116294|348235|349024;3,535534-2,828427-1,414214-1,414214;4673-6-2|16584-5-2|585079-6-1|360-6-14|360-6-47|232-6-49|3927-6-15|3744-6-7|3923-5-12|4059-5-11|5163-6-17|7858-6-21|8765-5-25|9904-6-34|11187-5-7|11992-6-2|15707-5-19|16329-5-8|29531-6-29|116294-4-10|348235-6-20|349024-5-11;0;1;FALSE;32
Age.Months;V;Active.Developers;3429;6;2;4;5,306866e-14;5;6;3429|7203|6368|8630|11261|15309;7,071068-6,363961-4,242641-6,363961;7203-6-24|6368-6-3|8630-5-12|11261-5-8|15309-4-9;0;1;FALSE;33
Age.Months;V;Active.Developers;3429;6;16;4;NaN;15;16;3429|7203|175|585079|3187|3592|5147|5561|5732|5999|19012|28127|34455|10372|71024|132021;10,60660-11,31371-12,72792-12,02082;7203-6-17|175-5-22|585079-6-13|3187-6-15|3592-6-23|5147-5-8|5561-6-18|5732-6-15|5999-4-11|19012-5-17|28127-6-22|34455-5-14|10372-6-16|71024-5-17|132021-5-4;0;1;FALSE;34
Age.Months;V;Active.Developers;3429;6;24;4;NaN;68;56;3429|484058|49606|5730|175|38|475|76|625|3927|3402|4137|4325|4411|4733|4875|4936|5002|5385|5999|7198|7299|7329|8576|8615|8687|8713|10782|11082|11992|12547|13044|13079|15309|15314|16025|16423|19596|19983|25037|27332|27656|29402|30763|46139|48544|292974|308442|308924|309336|315771|325178|347925|348235|149338|428793;7,778175-8,485281-9,192388-9,192388;484058-6-20|49606-4-2|49606-6-31|5730-7-53|175-6-34|38-6-9|475-6-25|76-4-2|625-6-22|3927-6-42|3402-5-4|4137-6-5|4137-6-26|4325-5-26|4411-6-4|4733-5-12|4875-5-17|4875-6-34|4936-6-13|4936-6-34|5002-6-2|5385-6-2|5999-6-9|7198-5-12|7299-6-3|7299-6-9|7329-6-22|8576-6-39|8615-5-3|8687-5-11|8687-5-19|8713-6-18|10782-6-39|10782-6-45|11082-6-41|11992-5-4|12547-6-8|13044-5-6|13079-6-4|13079-6-11|15309-5-26|15314-6-26|16025-6-8|16025-6-14|16423-6-17|16423-7-3|19596-5-8|19596-5-16|19983-5-12|25037-5-5|25037-5-16|27332-6-12|27332-6-23|27656-6-9|29402-6-18|30763-6-14|46139-6-25|48544-5-8|292974-6-18|308442-5-6|308924-6-23|309336-5-7|315771-5-19|325178-6-5|347925-5-12|348235-6-31|149338-6-7|428793-6-34;1;1;TRUE;35
Age.Months;V;Active.Developers;3429;6;24;5;NaN;20;20;3429|49606|5730|175|38|3402|4137|4875|4936|8615|8687|10782|11082|12547|16423|19596|27332|27656|308924|347925;7,778175-8,485281-9,192388-9,192388-9,192388;49606-4-2|5730-7-53|175-6-34|38-6-9|3402-5-4|4137-6-5|4875-6-34|4936-6-13|8615-5-3|8687-5-11|8687-5-19|10782-6-45|11082-6-41|12547-6-8|16423-7-3|19596-5-8|27332-6-23|27656-6-9|308924-6-23|347925-5-12;1;1;TRUE;36
Age.Months;V;Active.Developers;3429;6;14;4;3,441691e-15;92;73;3429|49606|5730|546760|584795|585079|585779|360|433|76|51|767|3352|3923|4059|4137|4590|4733|5002|5163|5385|5732|5950|5999|6368|6491|6559|6869|7299|7858|8391|342092|8713|10022|10782|10822|11992|12421|12678|13044|13939|14564|14984|15403|15549|16234|16423|19012|25037|25676|27332|27656|28127|28868|30763|34435|36952|40548|345897|84878|116294|132021|139581|301544|315771|318015|325178|327153|339052|347925|349024|381685|408169;11,31371-10,60660-10,60660-11,31371;49606-6-9|5730-4-2|546760-5-1|584795-4-3|584795-4-6|585079-6-44|585779-4-6|585779-5-13|360-6-48|360-6-51|433-6-21|76-4-5|76-5-2|76-5-8|51-6-55|767-6-26|767-7-43|3352-6-3|3923-5-7|3923-6-28|4059-6-24|4137-6-24|4590-6-15|4733-6-11|5002-6-9|5163-5-8|5163-6-18|5385-6-22|5732-5-2|5732-6-17|5732-7-8|5732-7-14|5950-5-8|5999-6-52|6368-6-34|6491-6-12|6559-6-8|6869-6-26|7299-6-13|7858-6-13|8391-4-10|342092-4-1|8713-6-38|8713-6-44|10022-6-30|10782-6-49|10822-5-15|11992-6-7|12421-5-1|12678-6-7|13044-4-7|13939-5-7|14564-6-7|14984-4-3|15403-5-24|15549-5-17|15549-6-40|16234-6-33|16423-7-15|16423-7-43|19012-5-2|25037-5-14|25676-6-12|27332-5-1|27332-6-16|27656-6-6|28127-5-20|28868-6-4|30763-6-44|34435-4-7|34435-5-2|36952-6-12|40548-6-51|345897-5-2|84878-5-26|116294-5-24|132021-6-14|132021-6-27|139581-5-8|301544-4-10|315771-5-24|318015-5-3|325178-6-12|325178-6-36|327153-5-18|339052-4-8|347925-4-1|347925-5-3|347925-5-16|349024-5-12|381685-5-15|408169-4-1;1;1;TRUE;37
Age.Months;V;Active.Developers;3429;6;23;4;NaN;36;34;3429|49606|5730|480|585079|93|51|3431|4021|4059|4137|4875|4936|5732|6491|11082|11992|12678|13079|16025|16234|16423|16493|19983|20605|30763|34455|43572|155830|292974|308442|309336|325178|347925;9,192388-7,778175-8,485281-9,192388;49606-6-3|5730-7-48|480-6-14|585079-6-19|93-6-9|51-6-50|3431-6-35|4021-5-7|4059-6-11|4137-6-37|4875-5-16|4875-6-33|4936-6-12|4936-6-33|5732-6-23|6491-6-20|11082-6-40|11992-5-3|12678-6-18|13079-6-34|16025-6-13|16234-6-24|16423-7-54|16493-6-3|19983-5-11|20605-4-4|30763-6-13|34455-5-12|34455-6-25|43572-6-35|155830-6-39|292974-6-17|308442-5-5|309336-5-6|325178-5-12|347925-5-11;1;1;TRUE;38
Age.Months;V;Active.Developers;3429;6;12;5;7,105427e-14;7;8;3429|584098|8576|9646|12678|17088|40548|132068;12,72792-11,31371-11,31371-10,60660-10,60660;584098-3-1|8576-5-11|9646-6-16|12678-5-10|17088-6-29|40548-6-39|132068-4-6;0;1;FALSE;39
Age.Months;V;Active.Developers;3429;6;45;4;3,38618e-14;29;28;3429|584098|551576|585079|5455|232|3927|767|5147|6869|8576|8630|8765|9646|10022|12678|13044|13079|14886|17088|21585|34455|40548|41745|345897|89864|132068|264758;2,8284271-1,4142136-1,4142136-0,7071068;584098-3-1|551576-3-2|585079-6-2|5455-6-8|232-6-43|3927-6-16|767-6-16|5147-6-14|6869-6-17|8576-5-11|8630-5-1|8765-6-8|8765-6-49|9646-6-16|10022-6-17|12678-5-10|13044-6-23|13079-5-13|14886-6-17|17088-6-29|21585-6-13|34455-5-8|40548-6-39|41745-5-6|345897-5-23|89864-5-25|132068-4-2|132068-4-6|264758-4-6;1;1;TRUE;40
Age.Months;V;Active.Developers;3429;6;34;4;2,88658e-15;33;31;3429|589515|4031|585079|76|51|3085|3923|4733|4875|5385|8713|10822|11082|11261|12678|15403|15549|15700|16329|17088|18515|25676|28127|34455|37487|46139|50140|89461|132021|350740;9,192388-7,778175-8,485281-7,778175;589515-4-1|4031-5-17|585079-6-16|585079-6-54|76-5-11|51-6-46|3085-6-19|3923-6-17|3923-6-25|4733-6-30|4875-6-28|5385-6-15|8713-6-36|10822-5-13|11082-5-8|11261-6-1|12678-6-21|15403-5-16|15549-6-1|15700-4-4|16329-6-11|17088-6-34|18515-4-4|25676-5-9|28127-6-45|34455-6-19|37487-5-3|46139-5-15|50140-5-26|89461-6-33|132021-5-13|132021-6-36|350740-5-17;1;1;TRUE;41
Age.Months;V;Active.Developers;3429;6;39;4;NaN;7;8;3429|5730|4445|9904|10782|27656|29402|10372;3,535534-4,242641-6,363961-5,656854;5730-5-13|4445-5-10|9904-6-11|10782-5-18|27656-6-16|29402-6-7|10372-6-5;0;1;FALSE;42
Age.Months;V;Active.Developers;3429;6;24;6;NaN;7;8;3429|5730|3402|4936|8615|16423|19596|27332;7,778175-8,485281-9,192388-9,192388-9,192388-9,192388;5730-7-53|3402-5-4|4936-6-13|8615-5-3|16423-7-3|19596-5-8|27332-6-23;0;1;FALSE;43
Age.Months;V;Active.Developers;3429;6;10;4;NaN;13;14;3429|13726|4031|232|3584|4590|4733|7198|9904|14564|23964|29531|50140|89461;10,60660-12,72792-12,72792-11,31371;13726-5-15|4031-5-13|232-6-41|3584-6-9|4590-5-8|4733-5-5|7198-4-6|9904-6-5|14564-5-3|23964-6-16|29531-6-9|50140-5-22|89461-5-11;0;1;FALSE;44
Age.Months;V;Active.Developers;3429;6;40;4;NaN;17;17;3429|13726|4495|5455|3430|3592|4445|8258|8765|9646|10022|10782|11261|20605|29402|264758|149338;4,242641-6,363961-5,656854-4,949747;13726-5-18|4495-6-19|5455-5-7|3430-6-21|3592-6-6|4445-5-11|8258-6-19|8765-6-17|8765-6-40|9646-6-12|10022-5-10|10782-5-3|11261-5-10|20605-5-20|29402-6-8|264758-5-7|149338-6-15;0;1;FALSE;45
Age.Months;V;Active.Developers;3429;6;7;4;8,326673e-15;5;6;3429|3564|7329|10505|46139|348235; 7,778175- 7,071068- 9,192388-10,606602;3564-6-10|7329-6-25|10505-6-6|46139-6-9|348235-6-12;0;1;FALSE;46
Age.Months;V;Active.Developers;3429;6;43;4;5,995204e-14;13;14;3429|546760|360|3927|4590|5147|5385|8576|8630|8713|11187|349024|7903|117623;4,949747-3,535534-2,828427-1,414214;546760-4-4|360-6-13|3927-4-9|4590-5-10|5147-6-24|5385-4-4|8576-6-3|8630-6-29|8713-4-9|11187-5-6|349024-5-10|7903-6-29|117623-3-2;0;1;FALSE;47
Age.Months;V;Active.Developers;3429;6;33;4;3,996803e-15;15;15;3429|4031|585079|3584|3923|6559|7329|9673|13044|13079|16423|34455|26811|139581|348235;7,071068-9,192388-7,778175-8,485281;4031-5-10|585079-6-25|585079-6-51|3584-6-27|3923-6-16|6559-4-5|7329-6-1|9673-3-2|13044-5-15|13079-6-15|16423-7-53|34455-5-11|26811-4-4|139581-4-5|348235-5-2;0;1;FALSE;48
Age.Months;V;Active.Developers;3429;6;17;4;2,060574e-13;15;16;3429|585079|38|3430|6869|8576|8630|8891|15314|16493|25676|28868|29402|29531|116294|348235;11,31371-12,72792-12,02082-10,60660;585079-6-14|38-5-5|3430-5-4|6869-5-8|8576-6-15|8630-6-35|8891-6-39|15314-6-31|16493-6-1|25676-5-1|28868-5-7|29402-6-1|29531-6-28|116294-4-9|348235-6-19;0;1;FALSE;49
Age.Months;V;Active.Developers;3429;6;29;4;1,976197e-14;19;18;3429|585079|4137|4590|4875|5999|7858|8576|8713|12053|12547|16025|16234|16493|27656|37487|139581|342423;9,192388-8,485281-7,071068-7,778175;585079-6-15|585079-6-18|4137-6-19|4590-5-11|4875-5-15|5999-4-4|7858-6-18|8576-6-4|8713-5-13|12053-6-6|12547-6-4|16025-6-12|16025-6-31|16234-6-23|16493-6-2|27656-6-14|37487-5-2|139581-6-4|342423-4-10;1;1;TRUE;50
Age.Months;V;Active.Developers;3429;6;31;4;4,662937e-15;14;15;3429|585079|625|51|4021|4445|6368|16423|20605|25037|29531|34455|89461|348235|408980;7,071068-7,778175-7,071068-9,192388;585079-6-35|625-6-1|51-6-52|4021-6-17|4445-6-12|6368-6-25|16423-7-51|20605-4-7|25037-4-1|29531-5-7|34455-5-5|89461-5-9|348235-6-11|408980-6-18;0;1;FALSE;51
Age.Months;V;Active.Developers;3429;6;32;4;NaN;14;14;3429|585079|3584|4445|5999|11187|16423|16493|27049|34455|139581|327153|342504|260364;7,778175-7,071068-9,192388-7,778175;585079-6-50|3584-6-26|4445-6-13|5999-6-24|11187-5-12|16423-7-52|16493-6-19|27049-5-10|34455-5-6|34455-5-10|139581-4-4|327153-5-16|342504-4-9|260364-5-9;0;1;FALSE;52
Age.Months;V;Active.Developers;3429;6;32;5;4,440892e-15;5;6;3429|585079|3584|16423|34455|139581;7,778175-7,071068-9,192388-7,778175-8,485281;585079-6-50|3584-6-26|16423-7-52|34455-5-10|139581-4-4;0;1;FALSE;53
Age.Months;V;Active.Developers;3429;6;34;5;1,287859e-14;4;5;3429|585079|11261|15549|46139;9,192388-7,778175-8,485281-7,778175-6,363961;585079-6-16|11261-6-1|15549-6-1|46139-5-15;0;1;FALSE;54
Age.Months;V;Active.Developers;3429;6;3;4;NaN;4;5;3429|38|5002|7329|29402;6,363961-4,242641-6,363961-7,071068;38-6-28|5002-6-16|7329-5-10|29402-6-23;0;1;FALSE;55
Age.Months;V;Active.Developers;3429;6;18;4;3,055334e-13;6;7;3429|475|93|1895|8713|25676|46139;12,727922-12,020815-10,606602- 9,192388;475-6-16|93-6-23|1895-6-16|8713-4-10|25676-5-7|46139-5-13;0;1;FALSE;56
Age.Months;V;Active.Developers;3429;6;41;4;4,984901e-14;8;9;3429|475|232|4359|7329|10372|37487|139581|149338;6,363961-5,656854-4,949747-3,535534;475-6-15|232-6-48|4359-6-18|7329-6-18|10372-6-51|37487-5-1|139581-6-3|149338-6-16;0;1;FALSE;57
Age.Months;V;Active.Developers;3429;6;42;4;2,176037e-14;14;14;3429|93|232|3584|6491|7329|8713|11992|15314|25972|29402|342504|350148|149338;5,656854-4,949747-3,535534-2,828427;93-5-11|93-6-37|232-6-13|3584-5-10|6491-4-3|7329-6-19|8713-4-8|11992-5-21|15314-6-32|25972-6-31|29402-6-27|342504-4-1|350148-6-32|149338-6-17;0;1;FALSE;58
Age.Months;V;Active.Developers;3429;6;25;6;8,881784e-16;6;7;3429|767|5002|5732|8391|10022|40548;8,485281-9,192388-9,192388-9,192388-9,192388-8,485281;767-6-19|5002-6-24|5732-7-10|8391-5-14|10022-6-6|40548-6-45;0;1;FALSE;59
Age.Months;V;Active.Developers;3429;6;20;4;3,907985e-14;4;5;3429|3352|7198|16234|81033;10,606602- 9,192388- 7,071068- 9,192388;3352-5-10|7198-5-3|16234-6-28|81033-4-2;0;1;FALSE;60
Age.Months;V;Active.Developers;3429;6;21;4;NaN;8;9;3429|3923|11082|11992|13044|15309|34435|10372|36952;9,192388-7,071068-9,192388-7,778175;3923-6-15|11082-6-2|11992-4-1|13044-5-14|15309-4-10|34435-5-17|10372-5-12|36952-6-3;0;1;FALSE;61
Age.Months;V;Active.Developers;3429;6;23;5;NaN;13;12;3429|4875|4936|11082|11992|16025|19983|30763|292974|308442|309336|347925;9,192388-7,778175-8,485281-9,192388-9,192388;4875-5-16|4875-6-33|4936-6-12|4936-6-33|11082-6-40|11992-5-3|16025-6-13|19983-5-11|30763-6-13|292974-6-17|308442-5-5|309336-5-6|347925-5-11;0;1;FALSE;62
Age.Months;V;Active.Developers;3429;6;23;6;2,88658e-15;4;5;3429|4875|4936|11082|347925;9,192388-7,778175-8,485281-9,192388-9,192388-9,192388;4875-6-33|4936-6-12|11082-6-40|347925-5-11;0;1;FALSE;63
Age.Months;V;Active.Developers;346391;3;1;4;4,662937e-15;11;12;346391|585779|3584|4590|8765|8891|14886|22716|27332|292974|350148|358104;1,0606602-0,7071068-0,7071068-1,7677670;585779-5-5|3584-5-7|4590-6-30|8765-6-19|8891-6-28|14886-4-5|22716-6-27|27332-5-16|292974-6-7|350148-5-12|358104-4-4;0;1;FALSE;64
Age.Months;V;Active.Developers;346391;4;1;4;1,110223e-16;115;85;346391|4673|472388|7203|5730|3564|175|4031|584795|585079|5455|360|76|232|1895|3085|3187|3352|3366|3584|3923|4059|4137|4590|4733|4867|4875|5385|5732|5950|6368|6491|6559|6869|7299|8391|8576|8713|8765|9673|10782|10822|11082|11164|11261|12421|12678|13079|14984|15309|15549|16423|16493|18515|19012|19983|20605|23964|25972|27332|27656|28127|28161|29531|30763|34455|36952|37487|40548|41745|46139|46370|89864|132021|132068|139581|155830|264758|308924|325178|327153|342423|350740|371810|428793;0,5-1,0-0,5-0,5;4673-6-23|472388-5-1|7203-5-10|5730-4-1|3564-6-37|175-6-7|4031-4-3|584795-5-11|585079-6-21|585079-6-58|5455-6-7|360-6-50|76-5-17|232-6-37|232-6-58|1895-5-3|3085-6-20|3187-5-11|3187-6-24|3352-6-34|3366-6-20|3584-6-19|3923-6-1|4059-6-20|4059-6-23|4137-6-39|4137-6-43|4590-6-29|4733-6-31|4867-6-27|4875-6-3|4875-6-25|4875-6-29|5385-6-31|5732-7-26|5732-7-33|5950-5-10|6368-5-18|6368-6-33|6491-6-32|6559-6-7|6869-6-11|7299-6-25|8391-5-19|8576-5-26|8576-6-30|8713-6-37|8713-6-49|8765-6-31|9673-4-6|10782-5-11|10782-6-8|10782-6-12|10822-5-14|11082-4-5|11164-6-8|11164-6-14|11261-4-5|11261-6-27|12421-6-8|12678-6-9|13079-6-31|14984-4-2|15309-5-6|15549-6-10|15549-6-33|16423-7-14|16423-7-42|16493-6-24|18515-5-22|19012-5-1|19012-5-4|19983-4-1|19983-5-3|19983-6-7|20605-5-15|23964-6-2|25972-6-15|27332-6-15|27656-6-42|28127-6-46|28161-5-7|28161-6-15|29531-6-38|30763-4-9|30763-6-43|34455-6-15|36952-6-11|36952-6-28|37487-6-1|40548-6-31|41745-6-11|46139-6-35|46370-5-7|89864-5-24|132021-6-29|132021-6-37|132068-4-1|132068-5-3|132068-5-11|139581-5-12|139581-6-25|155830-6-8|264758-5-10|308924-5-14|308924-5-17|308924-6-1|325178-6-11|327153-4-4|342423-5-22|350740-5-4|371810-6-4|371810-6-19|428793-5-11|428793-6-23;1;1;TRUE;65
